run_id,configuration_id,vertices,edge_multiplier,edges,rank,step_size,diffusion_bipartiteness,diffusion_volume,diffusion_runtime,approx_diffusion_bipartiteness,approx_diffusion_volume,approx_diffusion_runtime
82,9,10,4,40,3,2,0.5166666666666667,120,1.7735774517059326,0.45,120,0.07937216758728027
83,9,10,4,40,3,2,0.48333333333333334,120,1.774892807006836,0.5842696629213483,89,0.07814192771911621
84,9,10,4,40,3,2,0.5977011494252874,87,1.8668644428253174,0.4666666666666667,120,0.07956123352050781
85,9,10,4,40,3,2,0.4166666666666667,120,1.7637901306152344,0.45,120,0.08086681365966797
86,9,10,4,40,3,2,0.6153846153846154,91,1.7008566856384277,0.4666666666666667,120,0.07851314544677734
87,9,10,4,40,3,2,0.6170212765957447,94,1.6603572368621826,0.5824175824175825,91,0.07857799530029297
88,9,10,4,40,3,2,0.43333333333333335,120,2.3136377334594727,0.4166666666666667,120,0.07390189170837402
89,9,10,4,40,3,2,0.6020408163265306,98,1.813690423965454,0.36666666666666664,120,0.08000373840332031
90,9,10,4,40,3,2,0.5822784810126582,79,1.7561490535736084,0.6022727272727273,88,0.07970690727233887
91,10,10,4,40,3,5,0.6063829787234043,94,0.4727811813354492,0.5666666666666667,90,0.03488588333129883
92,10,10,4,40,3,5,0.6153846153846154,91,0.5280885696411133,0.6122448979591837,98,0.03665280342102051
93,10,10,4,40,3,5,0.6024096385542169,83,0.6454887390136719,0.611764705882353,85,0.034139156341552734
94,10,10,4,40,3,5,0.5945945945945946,74,0.46341419219970703,0.6237623762376238,101,0.035018205642700195
95,10,10,4,40,3,5,0.6020408163265306,98,0.5176241397857666,0.6122448979591837,98,0.03451895713806152
96,10,10,4,40,3,5,0.5888888888888889,90,0.46830081939697266,0.5949367088607594,79,0.03530526161193848
97,10,10,4,40,3,5,0.6082474226804123,97,0.5178189277648926,0.5757575757575758,66,0.03466176986694336
98,10,10,4,40,3,5,0.574468085106383,94,0.4819343090057373,0.5915492957746479,71,0.035201311111450195
99,10,10,4,40,3,5,0.6235294117647059,85,0.5519928932189941,0.6,95,0.03453803062438965
100,10,10,4,40,3,5,0.5806451612903226,93,0.5378518104553223,0.59375,96,0.03453493118286133
101,11,20,2,40,3,0.1,0.016666666666666666,120,24.606666803359985,0.016666666666666666,120,0.3025798797607422
102,11,20,2,40,3,0.1,0.016666666666666666,120,25.65720272064209,0.03333333333333333,120,0.32465124130249023
103,11,20,2,40,3,0.1,0.027522935779816515,109,67.26302695274353,0.03333333333333333,120,0.8031511306762695
104,11,20,2,40,3,0.1,0.016666666666666666,120,44.6691677570343,0.05,120,0.4886960983276367
105,11,20,2,40,3,0.1,0.0,109,22.405365467071533,0.0,120,0.48022913932800293
106,11,20,2,40,3,0.1,0.016666666666666666,120,32.44957256317139,0.016666666666666666,120,0.47648143768310547
107,11,20,2,40,3,0.1,0.05,120,26.664557456970215,0.05,120,0.5526251792907715
108,11,20,2,40,3,0.1,0.03333333333333333,120,24.287368535995483,0.03333333333333333,120,0.4846014976501465
109,11,20,2,40,3,0.1,0.03333333333333333,120,35.62221598625183,0.03333333333333333,120,0.34830141067504883
110,11,20,2,40,3,0.1,0.016666666666666666,120,34.978431940078735,0.016666666666666666,120,0.3879411220550537
111,12,20,2,40,3,0.5,0.016666666666666666,120,9.902946949005127,0.0,120,0.09274101257324219
