name, bipartiteness, ci, fr1, fr2
CLSZ Clusters 2 and 4, 0.5237149122275663, 0.2559489906069651, 0.9595535115577755, 0.9102808794438987
CLSZ Clusters 2 and 5, 0.3556312716028715, 0.07386060733524881, 0.8795781553049822, 0.8686817729834019
CLSZ Clusters 2 and 6, 0.43962421479793207, 0.0546360788910544, 0.892431445288066, 0.8847472761837867
CLSZ Clusters 2 and 7, 0.3385087948612615, 0.10961089019658062, 0.8995812626041082, 0.8753976430196175
CLSZ Clusters 2 and 8, 0.253451549576803, 0.06826843208572343, 0.8690567764694176, 0.8593543993191909
CLSZ Clusters 2 and 9, 0.5256476113598004, 0.18892278228263315, 0.9384856686041411, 0.8870172299976555
CLSZ Clusters 3 and 4, 0.4556564245810056, 0.14987150774032396, 0.9811374860810054, 0.966080864304767
CLSZ Clusters 3 and 5, 0.245351131259707, 0.027643069818791156, 0.9581752189126744, 0.9588781513420317
CLSZ Clusters 3 and 6, 0.3465678930137062, 0.23283846305087008, 0.9696952615567244, 0.9847083634448592
CLSZ Clusters 3 and 7, 0.21024339817686308, 0.04733691357642972, 0.9368759561881724, 0.9460886081068665
CLSZ Clusters 3 and 8, 0.12293113980877694, 0.14571002796880808, 0.9007462029040039, 0.9445223234634115
CLSZ Clusters 3 and 9, 0.4675329337018558, 0.18642056728027304, 0.9798908209439466, 0.9867770414238438
CLSZ Clusters 4 and 5, 0.21287521488076872, 0.09455781139449929, 0.9417210161878824, 0.9552408852832452
CLSZ Clusters 4 and 6, 0.3225940183594907, 0.2780470202754444, 0.9518658517005874, 0.9800226030038006
CLSZ Clusters 4 and 7, 0.16158482712583197, 0.20869289754029027, 0.8812155654966441, 0.9485584958629708
CLSZ Clusters 4 and 8, 0.1213353494722316, 0.11434851137424867, 0.9377561464714024, 0.959599573381332
CLSZ Clusters 4 and 9, 0.44616406769062417, 0.42724081917527756, 0.9541475044763211, 0.994448349730819
CLSZ Clusters 5 and 6, 0.45956495376686374, 0.11015756807919344, 0.9378084780460507, 0.9543193107080457
CLSZ Clusters 5 and 7, 0.2881225067558873, 0.04170654837647361, 0.9031242428978216, 0.8900759263525246
CLSZ Clusters 5 and 8, 0.198225497285447, 0.025957494263468866, 0.8929145800868802, 0.8856871707045552
CLSZ Clusters 5 and 9, 0.5820644495772879, 0.21701411701660636, 0.9481637590978961, 0.9766985653753691
CLSZ Clusters 6 and 7, 0.24969572297934345, 0.08896785822027745, 0.9294996807964978, 0.9154205805485233
CLSZ Clusters 6 and 8, 0.15566943418212636, 0.1739759757566064, 0.9319627846855387, 0.8785136955471675
CLSZ Clusters 6 and 9, 0.5447573433568765, 0.04792335676145625, 0.9821466651758419, 0.9793323061651876
CLSZ Clusters 7 and 8, 0.21372003193716146, 0.0033807973312181354, 0.9106093506778485, 0.9122402550803503
CLSZ Clusters 7 and 9, 0.5325011963630563, 0.2209325544045439, 0.9209761017633116, 0.963542304052729
CLSZ Clusters 8 and 9, 0.5646756564096471, 0.02663464989499596, 0.9462268540557276, 0.9443535772212482
Diffusion Clusters 0 and 1, 0.5456475583864119, 0.031019464749414083, 0.9952272668728938, 0.9947549912485644
Diffusion Clusters 0 and 2, 0.6938958707360862, 0.15625, 0.9921675270284854, 0.9962663351982498
Diffusion Clusters 0 and 3, 0.6601111586147926, 0.1404358353510896, 0.9931622651706635, 0.9891174130402892
Diffusion Clusters 1 and 2, 0.6451271186440678, 0.13636363636363635, 0.9962920539683352, 0.9939392508711749
Diffusion Clusters 1 and 3, 0.6118059029514757, 0.2378951043317131, 0.9968204393833743, 0.9918291005832891
Diffusion Clusters 2 and 3, 0.44539614561027835, 0.04437105357723439, 0.9925876073495733, 0.9914613739039844
