run_id,configuration_id,vertices,edge_multiplier,edges,rank,clique_bipartiteness,clique_volume,clique_runtime,diffusion_clique_bipartiteness,diffusion_clique_volume,diffusion_clique_runtime,random_bipartiteness,random_volume,random_runtime,diffusion_random_bipartiteness,diffusion_random_volume,diffusion_random_runtime
40,4,200,4,800,3,0.052100840336134456,2380,1.4119033813476562,0.045,2400,2.9624998569488525,0.1575,2400,6.923368453979492,0.06166666666666667,2400,13.7040536403656
41,5,300,2,600,3,0.023768115942028985,1725,2.270491600036621,0.008888888888888889,1800,3.9865305423736572,0.1531127313516545,1783,11.363369226455688,0.025555555555555557,1800,20.34273862838745
42,5,300,2,600,3,0.02666666666666667,1800,2.322145462036133,0.012222222222222223,1800,3.921779155731201,0.14444444444444443,1800,11.444864511489868,0.034444444444444444,1800,19.60689115524292
43,5,300,2,600,3,0.027313266443701228,1794,2.280658483505249,0.01,1800,3.7451987266540527,0.15888888888888889,1800,11.344224691390991,0.028888888888888888,1800,19.51499104499817
44,5,300,2,600,3,0.024459613196814563,1758,2.299966812133789,0.013333333333333334,1800,3.9225850105285645,0.16042481833426495,1789,11.396809577941895,0.028888888888888888,1800,19.69310998916626
45,5,300,2,600,3,0.04586129753914989,1788,2.270188570022583,0.016666666666666666,1800,3.896636962890625,0.16,1800,11.086307525634766,0.03222222222222222,1800,19.538596153259277
46,5,300,2,600,3,0.017777777777777778,1800,2.2284095287323,0.008888888888888889,1800,3.380195379257202,0.16444444444444445,1800,11.401973009109497,0.02666666666666667,1800,19.733428478240967
47,5,300,2,600,3,0.026643990929705215,1764,2.308367967605591,0.013333333333333334,1800,3.6706647872924805,0.14,1800,11.37733507156372,0.02652370203160271,1772,19.60395097732544
48,5,300,2,600,3,0.027777777777777776,1800,2.2679944038391113,0.012222222222222223,1800,3.826115369796753,0.15333333333333332,1800,11.080166578292847,0.028539451594851706,1787,18.92507004737854
49,5,300,2,600,3,0.022222222222222223,1800,2.2950263023376465,0.017777777777777778,1800,3.934145927429199,0.15569196428571427,1792,11.339322090148926,0.025555555555555557,1800,19.627703428268433
50,5,300,2,600,3,0.032456631225517625,1787,2.3026621341705322,0.016666666666666666,1800,3.941836357116699,0.14333333333333334,1800,11.206342220306396,0.027777777777777776,1800,19.46075463294983
51,6,300,4,1200,3,0.05444444444444444,3600,4.265957593917847,0.04666666666666667,3600,6.53517746925354,0.14526552402360213,3559,21.5326726436615,0.06111111111111111,3600,32.72588777542114
52,6,300,4,1200,3,0.056377337426737374,3583,4.288068056106567,0.04388888888888889,3600,6.566784620285034,0.16573348264277715,3572,21.607122659683228,0.06,3600,33.39568781852722
53,6,300,4,1200,3,0.05333333333333334,3600,4.5968310832977295,0.04,3600,7.262334108352661,0.15666666666666668,3600,21.45076560974121,0.06722222222222222,3600,32.7325484752655
54,6,300,4,1200,3,0.05611111111111111,3600,4.329085111618042,0.04555555555555556,3600,6.5858752727508545,0.15555555555555556,3600,21.54212522506714,0.05333333333333334,3600,32.6881685256958
55,6,300,4,1200,3,0.058807134894091416,3588,4.279650449752808,0.042777777777777776,3600,6.586154222488403,0.16111111111111112,3600,21.59201145172119,0.06,3600,34.309354305267334
56,6,300,4,1200,3,0.05456071628427532,3574,4.35703444480896,0.042777777777777776,3600,6.562424421310425,0.16055555555555556,3600,21.315844774246216,0.057777777777777775,3600,34.58685922622681
57,6,300,4,1200,3,0.061019782669267206,3589,4.385533094406128,0.04611111111111111,3600,6.63202691078186,0.155,3600,21.69451379776001,0.057777777777777775,3600,33.297733306884766
58,6,300,4,1200,3,0.055199330917201,3587,4.3871355056762695,0.045,3600,6.60533595085144,0.16,3600,21.785353660583496,0.06222222222222222,3600,33.151838541030884
59,6,300,4,1200,3,0.06388888888888888,3600,4.437144041061401,0.04666666666666667,3600,6.120136022567749,0.14600781686208822,3582,21.75856304168701,0.06444444444444444,3600,33.76813745498657
60,6,300,4,1200,3,0.05722222222222222,3600,4.280227899551392,0.045,3600,6.463137149810791,0.1588628762541806,3588,21.490326166152954,0.06111111111111111,3600,32.52100658416748
61,7,400,2,800,3,0.022964509394572025,2395,5.14556360244751,0.013333333333333334,2400,7.888915300369263,0.145,2400,25.949583053588867,0.02666666666666667,2400,40.65381574630737
62,7,400,2,800,3,0.030833333333333334,2400,5.265310049057007,0.015,2400,8.015730857849121,0.14416666666666667,2400,25.879741191864014,0.02666666666666667,2400,40.7854540348053
63,7,400,2,800,3,0.03333333333333333,2400,5.1532063484191895,0.020833333333333332,2400,7.953335285186768,0.15813758389261745,2384,25.900594234466553,0.02666666666666667,2400,40.30980134010315
64,7,400,2,800,3,0.019166666666666665,2400,5.253411293029785,0.0175,2400,7.987446546554565,0.15083333333333335,2400,26.135973691940308,0.03,2400,39.77613425254822
65,7,400,2,800,3,0.02304147465437788,2387,5.256138801574707,0.013333333333333334,2400,7.96598482131958,0.15583333333333332,2400,26.15736150741577,0.03166666666666667,2400,40.66270303726196
66,7,400,2,800,3,0.03583473861720068,2372,5.2047271728515625,0.016666666666666666,2400,7.864919900894165,0.14833333333333334,2400,26.01851797103882,0.035,2400,39.45472455024719
67,7,400,2,800,3,0.029166666666666667,2400,5.230455160140991,0.015,2400,7.9567344188690186,0.15197313182199831,2382,26.176119327545166,0.034166666666666665,2400,39.74099516868591
68,7,400,2,800,3,0.02761946514686541,2281,5.2281653881073,0.013333333333333334,2400,7.438295602798462,0.1575,2400,26.0216805934906,0.027185278126306986,2391,39.414899826049805
69,7,400,2,800,3,0.027580442958629336,2393,5.239818811416626,0.015833333333333335,2400,7.830056667327881,0.15416666666666667,2400,26.100132942199707,0.03,2400,39.62101745605469
70,7,400,2,800,3,0.024166666666666666,2400,5.176797151565552,0.0125,2400,7.6065895557403564,0.16166666666666665,2400,25.880059719085693,0.028333333333333332,2400,39.93491172790527
71,8,400,4,1600,3,0.060523560209424086,4775,9.83539867401123,0.04416666666666667,4800,13.39423394203186,0.15666666666666668,4800,49.218984842300415,0.0625,4800,66.79929566383362
72,8,400,4,1600,3,0.058333333333333334,4800,9.944504737854004,0.04541666666666667,4800,13.330759763717651,0.15083333333333335,4800,49.02107834815979,0.05625,4800,66.53612327575684
73,8,400,4,1600,3,0.056666666666666664,4800,9.903895378112793,0.042916666666666665,4800,13.353286266326904,0.16041666666666668,4800,49.78142976760864,0.06541666666666666,4800,66.75598049163818
74,8,400,4,1600,3,0.06583333333333333,4800,9.949542999267578,0.05291666666666667,4800,13.266979217529297,0.15833333333333333,4800,49.29847455024719,0.06287862962189263,4787,66.62034153938293
75,8,400,4,1600,3,0.055392362568191356,4766,9.867689609527588,0.04375,4800,13.208504676818848,0.15890582585090834,4789,49.9074285030365,0.056666666666666664,4800,66.96961736679077
76,8,400,4,1600,3,0.05279698302954117,4773,9.83106803894043,0.04364167884735853,4789,13.287633657455444,0.15875,4800,49.99300694465637,0.059583333333333335,4800,67.55668997764587
77,8,400,4,1600,3,0.06208333333333333,4800,10.057344436645508,0.04541666666666667,4800,13.436927318572998,0.15833333333333333,4800,49.09326100349426,0.06208333333333333,4800,67.22362089157104
78,8,400,4,1600,3,0.049481920067667585,4729,9.982443571090698,0.04041666666666666,4800,13.522393941879272,0.16,4800,49.579232931137085,0.06375,4800,67.16237568855286
79,8,400,4,1600,3,0.05875,4800,10.098674058914185,0.04583333333333333,4800,11.930551528930664,0.16205450733752622,4770,48.953967809677124,0.05708333333333333,4800,66.54343581199646
80,8,400,4,1600,3,0.05413879598662207,4784,9.86548137664795,0.042916666666666665,4800,13.46876335144043,0.15916666666666668,4800,49.16870093345642,0.058333333333333334,4800,66.62770318984985
81,9,500,2,1000,3,0.03134479271991911,2967,9.923752307891846,0.017333333333333333,3000,12.831318855285645,0.14533333333333334,3000,49.6205677986145,0.02977584476413516,2989,67.90132403373718
82,9,500,2,1000,3,0.019851951547779273,2972,9.888972282409668,0.012,3000,13.169900178909302,0.1650943396226415,2968,49.31858468055725,0.03,3000,68.86139059066772
83,9,500,2,1000,3,0.024666666666666667,3000,9.735055446624756,0.010666666666666666,3000,12.551504135131836,0.16133333333333333,3000,48.91979694366455,0.023333333333333334,3000,68.09079170227051
84,9,500,2,1000,3,0.02571810287241149,2994,10.007295370101929,0.014666666666666666,3000,13.849511861801147,0.1526896090878717,2993,49.70669484138489,0.026,3000,68.98610210418701
85,9,500,2,1000,3,0.024071526822558458,2908,9.957096099853516,0.014,3000,12.246037244796753,0.15618729096989967,2990,49.64330744743347,0.028,3000,68.95597267150879
